BBDD;Variable;Dest;Name;ES;BE;DE;FR;IT;NL;SE;UK;US
Main;;;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo
Main;ID;;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid
Main;age;;age;age_rc;profile_julesage;profile_julesage;profile_julesage;age_rc;profile_julesage;profile_julesage;profile_julesage;age
Main;gender;;gender;gender;gender;gender;gender;gender;gender;gender;profile_gender;gender
Main;residence_region;;region;Nielsen_Area_ES_MR;GeoPC_Region1_be;nielsenregion;Grouped_Region_2014;region_grouped_IT;GeoPC_Region1_nl;region;profile_GOR;region
Main;income;;income;income_es_rc;UB_income_BE;hinc;income;profile_gross_household_EU;profile_gross_household_EU;household_income;profile_gross_household;profile_gross_household
Main;income_level;;income_level;income_hml_es;income_hml_be;income_hml_de;income_hml_fr;income_hml_it;income_hml_nl;income_hml_se;income_hml_uk;income_hml_us
Main;aided;;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb
Main;current_own;;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb
Main;ever_own;;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb
Main;consider;;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb
Main;inmarket;;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb
Cap;;;Q5_total_19_9;Q5_total_19_9;Q5_total_19_9;Q5_total_19_9;Q5_total_19_9;Q5_total_19_9;Q5_total_19_9;Q5_total_19_9;Q5_total_19_9;Q5_total_19_9
Cap;;;Q5_total_19_10;Q5_total_19_10;Q5_total_19_10;Q5_total_19_10;Q5_total_19_10;Q5_total_19_10;Q5_total_19_10;Q5_total_19_10;Q5_total_19_10;Q5_total_19_10
Cap;;;Q5_total_19_11;Q5_total_19_11;Q5_total_19_11;Q5_total_19_11;Q5_total_19_11;Q5_total_19_11;Q5_total_19_11;Q5_total_19_11;Q5_total_19_11;Q5_total_19_11
Cap;;;Q5_total_19_12;Q5_total_19_12;Q5_total_19_12;Q5_total_19_12;Q5_total_19_12;Q5_total_19_12;Q5_total_19_12;Q5_total_19_12;Q5_total_19_12;Q5_total_19_12
Cap;;;Q5_total_19_13;Q5_total_19_13;Q5_total_19_13;Q5_total_19_13;Q5_total_19_13;Q5_total_19_13;Q5_total_19_13;Q5_total_19_13;Q5_total_19_13;Q5_total_19_13
Cap;;;Q5_total_19_14;Q5_total_19_14;Q5_total_19_14;Q5_total_19_14;Q5_total_19_14;Q5_total_19_14;Q5_total_19_14;Q5_total_19_14;Q5_total_19_14;Q5_total_19_14
Cap;;;Q5_total_19_15;Q5_total_19_15;Q5_total_19_15;Q5_total_19_15;Q5_total_19_15;Q5_total_19_15;Q5_total_19_15;Q5_total_19_15;Q5_total_19_15;Q5_total_19_15
Cap;;;Q5_total_19_16;Q5_total_19_16;Q5_total_19_16;Q5_total_19_16;Q5_total_19_16;Q5_total_19_16;Q5_total_19_16;Q5_total_19_16;Q5_total_19_16;Q5_total_19_16
Cap;;;Q5_total_19_17;Q5_total_19_17;Q5_total_19_17;Q5_total_19_17;Q5_total_19_17;Q5_total_19_17;Q5_total_19_17;Q5_total_19_17;Q5_total_19_17;Q5_total_19_17
Cap;;;Q5_total_19_18;Q5_total_19_18;Q5_total_19_18;Q5_total_19_18;Q5_total_19_18;Q5_total_19_18;Q5_total_19_18;Q5_total_19_18;Q5_total_19_18;Q5_total_19_18
Cap;;;Q5_total_19_19;Q5_total_19_19;Q5_total_19_19;Q5_total_19_19;Q5_total_19_19;Q5_total_19_19;Q5_total_19_19;Q5_total_19_19;Q5_total_19_19;Q5_total_19_19
Cap;;;Q5_total_19_20;Q5_total_19_20;Q5_total_19_20;Q5_total_19_20;Q5_total_19_20;Q5_total_19_20;Q5_total_19_20;Q5_total_19_20;Q5_total_19_20;Q5_total_19_20
Cap;;;Q5_total_19_999;Q5_total_19_999;Q5_total_19_999;Q5_total_19_999;Q5_total_19_999;Q5_total_19_999;Q5_total_19_999;Q5_total_19_999;Q5_total_19_999;Q5_total_19_999
Cap;;;Q5_total_20_1;Q5_total_20_1;Q5_total_20_1;Q5_total_20_1;Q5_total_20_1;Q5_total_20_1;Q5_total_20_1;Q5_total_20_1;Q5_total_20_1;Q5_total_20_1
Cap;;;Q5_total_20_2;Q5_total_20_2;Q5_total_20_2;Q5_total_20_2;Q5_total_20_2;Q5_total_20_2;Q5_total_20_2;Q5_total_20_2;Q5_total_20_2;Q5_total_20_2
Cap;;;Q5_total_20_3;Q5_total_20_3;Q5_total_20_3;Q5_total_20_3;Q5_total_20_3;Q5_total_20_3;Q5_total_20_3;Q5_total_20_3;Q5_total_20_3;Q5_total_20_3
Cap;;;Q5_total_20_4;Q5_total_20_4;Q5_total_20_4;Q5_total_20_4;Q5_total_20_4;Q5_total_20_4;Q5_total_20_4;Q5_total_20_4;Q5_total_20_4;Q5_total_20_4
Cap;;;Q5_total_20_5;Q5_total_20_5;Q5_total_20_5;Q5_total_20_5;Q5_total_20_5;Q5_total_20_5;Q5_total_20_5;Q5_total_20_5;Q5_total_20_5;Q5_total_20_5
Cap;;;Q5_total_20_6;Q5_total_20_6;Q5_total_20_6;Q5_total_20_6;Q5_total_20_6;Q5_total_20_6;Q5_total_20_6;Q5_total_20_6;Q5_total_20_6;Q5_total_20_6
Cap;;;Q5_total_20_7;Q5_total_20_7;Q5_total_20_7;Q5_total_20_7;Q5_total_20_7;Q5_total_20_7;Q5_total_20_7;Q5_total_20_7;Q5_total_20_7;Q5_total_20_7
Cap;;;Q5_total_20_8;Q5_total_20_8;Q5_total_20_8;Q5_total_20_8;Q5_total_20_8;Q5_total_20_8;Q5_total_20_8;Q5_total_20_8;Q5_total_20_8;Q5_total_20_8
Cap;;;Q5_total_20_9;Q5_total_20_9;Q5_total_20_9;Q5_total_20_9;Q5_total_20_9;Q5_total_20_9;Q5_total_20_9;Q5_total_20_9;Q5_total_20_9;Q5_total_20_9
Cap;;;Q5_total_20_10;Q5_total_20_10;Q5_total_20_10;Q5_total_20_10;Q5_total_20_10;Q5_total_20_10;Q5_total_20_10;Q5_total_20_10;Q5_total_20_10;Q5_total_20_10
Cap;;;Q5_total_20_11;Q5_total_20_11;Q5_total_20_11;Q5_total_20_11;Q5_total_20_11;Q5_total_20_11;Q5_total_20_11;Q5_total_20_11;Q5_total_20_11;Q5_total_20_11
Cap;;;Q5_total_20_12;Q5_total_20_12;Q5_total_20_12;Q5_total_20_12;Q5_total_20_12;Q5_total_20_12;Q5_total_20_12;Q5_total_20_12;Q5_total_20_12;Q5_total_20_12
Cap;;;Q5_total_20_13;Q5_total_20_13;Q5_total_20_13;Q5_total_20_13;Q5_total_20_13;Q5_total_20_13;Q5_total_20_13;Q5_total_20_13;Q5_total_20_13;Q5_total_20_13
Cap;;;Q5_total_20_14;Q5_total_20_14;Q5_total_20_14;Q5_total_20_14;Q5_total_20_14;Q5_total_20_14;Q5_total_20_14;Q5_total_20_14;Q5_total_20_14;Q5_total_20_14
Cap;;;Q5_total_20_15;Q5_total_20_15;Q5_total_20_15;Q5_total_20_15;Q5_total_20_15;Q5_total_20_15;Q5_total_20_15;Q5_total_20_15;Q5_total_20_15;Q5_total_20_15
Cap;;;Q5_total_20_16;Q5_total_20_16;Q5_total_20_16;Q5_total_20_16;Q5_total_20_16;Q5_total_20_16;Q5_total_20_16;Q5_total_20_16;Q5_total_20_16;Q5_total_20_16
Cap;;;Q5_total_20_17;Q5_total_20_17;Q5_total_20_17;Q5_total_20_17;Q5_total_20_17;Q5_total_20_17;Q5_total_20_17;Q5_total_20_17;Q5_total_20_17;Q5_total_20_17
Cap;;;Q5_total_20_18;Q5_total_20_18;Q5_total_20_18;Q5_total_20_18;Q5_total_20_18;Q5_total_20_18;Q5_total_20_18;Q5_total_20_18;Q5_total_20_18;Q5_total_20_18
Cap;;;Q5_total_20_19;Q5_total_20_19;Q5_total_20_19;Q5_total_20_19;Q5_total_20_19;Q5_total_20_19;Q5_total_20_19;Q5_total_20_19;Q5_total_20_19;Q5_total_20_19
Cap;;;Q5_total_20_20;Q5_total_20_20;Q5_total_20_20;Q5_total_20_20;Q5_total_20_20;Q5_total_20_20;Q5_total_20_20;Q5_total_20_20;Q5_total_20_20;Q5_total_20_20
Cap;;;Q5_total_20_999;Q5_total_20_999;Q5_total_20_999;Q5_total_20_999;Q5_total_20_999;Q5_total_20_999;Q5_total_20_999;Q5_total_20_999;Q5_total_20_999;Q5_total_20_999
Cap;;;Q5_total_21_1;Q5_total_21_1;Q5_total_21_1;Q5_total_21_1;Q5_total_21_1;Q5_total_21_1;Q5_total_21_1;Q5_total_21_1;Q5_total_21_1;Q5_total_21_1
Cap;;;Q5_total_21_2;Q5_total_21_2;Q5_total_21_2;Q5_total_21_2;Q5_total_21_2;Q5_total_21_2;Q5_total_21_2;Q5_total_21_2;Q5_total_21_2;Q5_total_21_2
Cap;;;Q5_total_21_3;Q5_total_21_3;Q5_total_21_3;Q5_total_21_3;Q5_total_21_3;Q5_total_21_3;Q5_total_21_3;Q5_total_21_3;Q5_total_21_3;Q5_total_21_3
Cap;;;Q5_total_21_4;Q5_total_21_4;Q5_total_21_4;Q5_total_21_4;Q5_total_21_4;Q5_total_21_4;Q5_total_21_4;Q5_total_21_4;Q5_total_21_4;Q5_total_21_4
Cap;;;Q5_total_21_5;Q5_total_21_5;Q5_total_21_5;Q5_total_21_5;Q5_total_21_5;Q5_total_21_5;Q5_total_21_5;Q5_total_21_5;Q5_total_21_5;Q5_total_21_5
Cap;;;Q5_total_21_6;Q5_total_21_6;Q5_total_21_6;Q5_total_21_6;Q5_total_21_6;Q5_total_21_6;Q5_total_21_6;Q5_total_21_6;Q5_total_21_6;Q5_total_21_6
Cap;;;Q5_total_21_7;Q5_total_21_7;Q5_total_21_7;Q5_total_21_7;Q5_total_21_7;Q5_total_21_7;Q5_total_21_7;Q5_total_21_7;Q5_total_21_7;Q5_total_21_7
Cap;;;Q5_total_21_8;Q5_total_21_8;Q5_total_21_8;Q5_total_21_8;Q5_total_21_8;Q5_total_21_8;Q5_total_21_8;Q5_total_21_8;Q5_total_21_8;Q5_total_21_8
Cap;;;Q5_total_21_9;Q5_total_21_9;Q5_total_21_9;Q5_total_21_9;Q5_total_21_9;Q5_total_21_9;Q5_total_21_9;Q5_total_21_9;Q5_total_21_9;Q5_total_21_9
Cap;;;Q5_total_21_10;Q5_total_21_10;Q5_total_21_10;Q5_total_21_10;Q5_total_21_10;Q5_total_21_10;Q5_total_21_10;Q5_total_21_10;Q5_total_21_10;Q5_total_21_10
Cap;;;Q5_total_21_11;Q5_total_21_11;Q5_total_21_11;Q5_total_21_11;Q5_total_21_11;Q5_total_21_11;Q5_total_21_11;Q5_total_21_11;Q5_total_21_11;Q5_total_21_11
Cap;;;Q5_total_21_12;Q5_total_21_12;Q5_total_21_12;Q5_total_21_12;Q5_total_21_12;Q5_total_21_12;Q5_total_21_12;Q5_total_21_12;Q5_total_21_12;Q5_total_21_12
Cap;;;Q5_total_21_13;Q5_total_21_13;Q5_total_21_13;Q5_total_21_13;Q5_total_21_13;Q5_total_21_13;Q5_total_21_13;Q5_total_21_13;Q5_total_21_13;Q5_total_21_13
Cap;;;Q5_total_21_14;Q5_total_21_14;Q5_total_21_14;Q5_total_21_14;Q5_total_21_14;Q5_total_21_14;Q5_total_21_14;Q5_total_21_14;Q5_total_21_14;Q5_total_21_14
Cap;;;Q5_total_21_15;Q5_total_21_15;Q5_total_21_15;Q5_total_21_15;Q5_total_21_15;Q5_total_21_15;Q5_total_21_15;Q5_total_21_15;Q5_total_21_15;Q5_total_21_15
Cap;;;Q5_total_21_16;Q5_total_21_16;Q5_total_21_16;Q5_total_21_16;Q5_total_21_16;Q5_total_21_16;Q5_total_21_16;Q5_total_21_16;Q5_total_21_16;Q5_total_21_16
Cap;;;Q5_total_21_17;Q5_total_21_17;Q5_total_21_17;Q5_total_21_17;Q5_total_21_17;Q5_total_21_17;Q5_total_21_17;Q5_total_21_17;Q5_total_21_17;Q5_total_21_17
Cap;;;Q5_total_21_18;Q5_total_21_18;Q5_total_21_18;Q5_total_21_18;Q5_total_21_18;Q5_total_21_18;Q5_total_21_18;Q5_total_21_18;Q5_total_21_18;Q5_total_21_18
Cap;;;Q5_total_21_19;Q5_total_21_19;Q5_total_21_19;Q5_total_21_19;Q5_total_21_19;Q5_total_21_19;Q5_total_21_19;Q5_total_21_19;Q5_total_21_19;Q5_total_21_19
Cap;;;Q5_total_21_20;Q5_total_21_20;Q5_total_21_20;Q5_total_21_20;Q5_total_21_20;Q5_total_21_20;Q5_total_21_20;Q5_total_21_20;Q5_total_21_20;Q5_total_21_20
Cap;;;Q5_total_21_999;Q5_total_21_999;Q5_total_21_999;Q5_total_21_999;Q5_total_21_999;Q5_total_21_999;Q5_total_21_999;Q5_total_21_999;Q5_total_21_999;Q5_total_21_999
Cap;;;Q5_total_22_1;Q5_total_22_1;Q5_total_22_1;Q5_total_22_1;Q5_total_22_1;Q5_total_22_1;Q5_total_22_1;Q5_total_22_1;Q5_total_22_1;Q5_total_22_1
Cap;;;Q5_total_22_2;Q5_total_22_2;Q5_total_22_2;Q5_total_22_2;Q5_total_22_2;Q5_total_22_2;Q5_total_22_2;Q5_total_22_2;Q5_total_22_2;Q5_total_22_2
Cap;;;Q5_total_22_3;Q5_total_22_3;Q5_total_22_3;Q5_total_22_3;Q5_total_22_3;Q5_total_22_3;Q5_total_22_3;Q5_total_22_3;Q5_total_22_3;Q5_total_22_3
Cap;;;Q5_total_22_4;Q5_total_22_4;Q5_total_22_4;Q5_total_22_4;Q5_total_22_4;Q5_total_22_4;Q5_total_22_4;Q5_total_22_4;Q5_total_22_4;Q5_total_22_4
Cap;;;Q5_total_22_5;Q5_total_22_5;Q5_total_22_5;Q5_total_22_5;Q5_total_22_5;Q5_total_22_5;Q5_total_22_5;Q5_total_22_5;Q5_total_22_5;Q5_total_22_5
Cap;;;Q5_total_22_6;Q5_total_22_6;Q5_total_22_6;Q5_total_22_6;Q5_total_22_6;Q5_total_22_6;Q5_total_22_6;Q5_total_22_6;Q5_total_22_6;Q5_total_22_6
Cap;;;Q5_total_22_7;Q5_total_22_7;Q5_total_22_7;Q5_total_22_7;Q5_total_22_7;Q5_total_22_7;Q5_total_22_7;Q5_total_22_7;Q5_total_22_7;Q5_total_22_7
Cap;;;Q5_total_22_8;Q5_total_22_8;Q5_total_22_8;Q5_total_22_8;Q5_total_22_8;Q5_total_22_8;Q5_total_22_8;Q5_total_22_8;Q5_total_22_8;Q5_total_22_8
Cap;;;Q5_total_22_9;Q5_total_22_9;Q5_total_22_9;Q5_total_22_9;Q5_total_22_9;Q5_total_22_9;Q5_total_22_9;Q5_total_22_9;Q5_total_22_9;Q5_total_22_9
Cap;;;Q5_total_22_10;Q5_total_22_10;Q5_total_22_10;Q5_total_22_10;Q5_total_22_10;Q5_total_22_10;Q5_total_22_10;Q5_total_22_10;Q5_total_22_10;Q5_total_22_10
Cap;;;Q5_total_22_11;Q5_total_22_11;Q5_total_22_11;Q5_total_22_11;Q5_total_22_11;Q5_total_22_11;Q5_total_22_11;Q5_total_22_11;Q5_total_22_11;Q5_total_22_11
Cap;;;Q5_total_22_12;Q5_total_22_12;Q5_total_22_12;Q5_total_22_12;Q5_total_22_12;Q5_total_22_12;Q5_total_22_12;Q5_total_22_12;Q5_total_22_12;Q5_total_22_12
Cap;;;Q5_total_22_13;Q5_total_22_13;Q5_total_22_13;Q5_total_22_13;Q5_total_22_13;Q5_total_22_13;Q5_total_22_13;Q5_total_22_13;Q5_total_22_13;Q5_total_22_13
Cap;;;Q5_total_22_14;Q5_total_22_14;Q5_total_22_14;Q5_total_22_14;Q5_total_22_14;Q5_total_22_14;Q5_total_22_14;Q5_total_22_14;Q5_total_22_14;Q5_total_22_14
Cap;;;Q5_total_22_15;Q5_total_22_15;Q5_total_22_15;Q5_total_22_15;Q5_total_22_15;Q5_total_22_15;Q5_total_22_15;Q5_total_22_15;Q5_total_22_15;Q5_total_22_15
Cap;;;Q5_total_22_16;Q5_total_22_16;Q5_total_22_16;Q5_total_22_16;Q5_total_22_16;Q5_total_22_16;Q5_total_22_16;Q5_total_22_16;Q5_total_22_16;Q5_total_22_16
Cap;;;Q5_total_22_17;Q5_total_22_17;Q5_total_22_17;Q5_total_22_17;Q5_total_22_17;Q5_total_22_17;Q5_total_22_17;Q5_total_22_17;Q5_total_22_17;Q5_total_22_17
Cap;;;Q5_total_22_18;Q5_total_22_18;Q5_total_22_18;Q5_total_22_18;Q5_total_22_18;Q5_total_22_18;Q5_total_22_18;Q5_total_22_18;Q5_total_22_18;Q5_total_22_18
Cap;;;Q5_total_22_19;Q5_total_22_19;Q5_total_22_19;Q5_total_22_19;Q5_total_22_19;Q5_total_22_19;Q5_total_22_19;Q5_total_22_19;Q5_total_22_19;Q5_total_22_19
Cap;;;Q5_total_22_20;Q5_total_22_20;Q5_total_22_20;Q5_total_22_20;Q5_total_22_20;Q5_total_22_20;Q5_total_22_20;Q5_total_22_20;Q5_total_22_20;Q5_total_22_20
Cap;;;Q5_total_22_999;Q5_total_22_999;Q5_total_22_999;Q5_total_22_999;Q5_total_22_999;Q5_total_22_999;Q5_total_22_999;Q5_total_22_999;Q5_total_22_999;Q5_total_22_999
Cap;;;Q5_total_23_1;Q5_total_23_1;Q5_total_23_1;Q5_total_23_1;Q5_total_23_1;Q5_total_23_1;Q5_total_23_1;Q5_total_23_1;Q5_total_23_1;
Cap;;;Q5_total_23_2;Q5_total_23_2;Q5_total_23_2;Q5_total_23_2;Q5_total_23_2;Q5_total_23_2;Q5_total_23_2;Q5_total_23_2;Q5_total_23_2;
Cap;;;Q5_total_23_3;Q5_total_23_3;Q5_total_23_3;Q5_total_23_3;Q5_total_23_3;Q5_total_23_3;Q5_total_23_3;Q5_total_23_3;Q5_total_23_3;
Cap;;;Q5_total_23_4;Q5_total_23_4;Q5_total_23_4;Q5_total_23_4;Q5_total_23_4;Q5_total_23_4;Q5_total_23_4;Q5_total_23_4;Q5_total_23_4;
Cap;;;Q5_total_23_5;Q5_total_23_5;Q5_total_23_5;Q5_total_23_5;Q5_total_23_5;Q5_total_23_5;Q5_total_23_5;Q5_total_23_5;Q5_total_23_5;
Cap;;;Q5_total_23_6;Q5_total_23_6;Q5_total_23_6;Q5_total_23_6;Q5_total_23_6;Q5_total_23_6;Q5_total_23_6;Q5_total_23_6;Q5_total_23_6;
Cap;;;Q5_total_23_7;Q5_total_23_7;Q5_total_23_7;Q5_total_23_7;Q5_total_23_7;Q5_total_23_7;Q5_total_23_7;Q5_total_23_7;Q5_total_23_7;
Cap;;;Q5_total_23_8;Q5_total_23_8;Q5_total_23_8;Q5_total_23_8;Q5_total_23_8;Q5_total_23_8;Q5_total_23_8;Q5_total_23_8;Q5_total_23_8;
Cap;;;Q5_total_23_9;Q5_total_23_9;Q5_total_23_9;Q5_total_23_9;Q5_total_23_9;Q5_total_23_9;Q5_total_23_9;Q5_total_23_9;Q5_total_23_9;
Cap;;;Q5_total_23_10;Q5_total_23_10;Q5_total_23_10;Q5_total_23_10;Q5_total_23_10;Q5_total_23_10;Q5_total_23_10;Q5_total_23_10;Q5_total_23_10;
Cap;;;Q5_total_23_11;Q5_total_23_11;Q5_total_23_11;Q5_total_23_11;Q5_total_23_11;Q5_total_23_11;Q5_total_23_11;Q5_total_23_11;Q5_total_23_11;
Cap;;;Q5_total_23_12;Q5_total_23_12;Q5_total_23_12;Q5_total_23_12;Q5_total_23_12;Q5_total_23_12;Q5_total_23_12;Q5_total_23_12;Q5_total_23_12;
Cap;;;Q5_total_23_13;Q5_total_23_13;Q5_total_23_13;Q5_total_23_13;Q5_total_23_13;Q5_total_23_13;Q5_total_23_13;Q5_total_23_13;Q5_total_23_13;
Cap;;;Q5_total_23_14;Q5_total_23_14;Q5_total_23_14;Q5_total_23_14;Q5_total_23_14;Q5_total_23_14;Q5_total_23_14;Q5_total_23_14;Q5_total_23_14;
Cap;;;Q5_total_23_15;Q5_total_23_15;Q5_total_23_15;Q5_total_23_15;Q5_total_23_15;Q5_total_23_15;Q5_total_23_15;Q5_total_23_15;Q5_total_23_15;
Cap;;;Q5_total_23_16;Q5_total_23_16;Q5_total_23_16;Q5_total_23_16;Q5_total_23_16;Q5_total_23_16;Q5_total_23_16;Q5_total_23_16;Q5_total_23_16;
Cap;;;Q5_total_23_17;Q5_total_23_17;Q5_total_23_17;Q5_total_23_17;Q5_total_23_17;Q5_total_23_17;Q5_total_23_17;Q5_total_23_17;Q5_total_23_17;
Cap;;;Q5_total_23_18;Q5_total_23_18;Q5_total_23_18;Q5_total_23_18;Q5_total_23_18;Q5_total_23_18;Q5_total_23_18;Q5_total_23_18;Q5_total_23_18;
Cap;;;Q5_total_23_19;Q5_total_23_19;Q5_total_23_19;Q5_total_23_19;Q5_total_23_19;Q5_total_23_19;Q5_total_23_19;Q5_total_23_19;Q5_total_23_19;
Cap;;;Q5_total_23_20;Q5_total_23_20;Q5_total_23_20;Q5_total_23_20;Q5_total_23_20;Q5_total_23_20;Q5_total_23_20;Q5_total_23_20;Q5_total_23_20;
Cap;;;Q5_total_23_999;Q5_total_23_999;Q5_total_23_999;Q5_total_23_999;Q5_total_23_999;Q5_total_23_999;Q5_total_23_999;Q5_total_23_999;Q5_total_23_999;
Cap;;;Q5_total_24_1;Q5_total_24_1;Q5_total_24_1;Q5_total_24_1;Q5_total_24_1;Q5_total_24_1;Q5_total_24_1;Q5_total_24_1;Q5_total_24_1;
Cap;;;Q5_total_24_2;Q5_total_24_2;Q5_total_24_2;Q5_total_24_2;Q5_total_24_2;Q5_total_24_2;Q5_total_24_2;Q5_total_24_2;Q5_total_24_2;
Cap;;;Q5_total_24_3;Q5_total_24_3;Q5_total_24_3;Q5_total_24_3;Q5_total_24_3;Q5_total_24_3;Q5_total_24_3;Q5_total_24_3;Q5_total_24_3;
Cap;;;Q5_total_24_4;Q5_total_24_4;Q5_total_24_4;Q5_total_24_4;Q5_total_24_4;Q5_total_24_4;Q5_total_24_4;Q5_total_24_4;Q5_total_24_4;
Cap;;;Q5_total_24_5;Q5_total_24_5;Q5_total_24_5;Q5_total_24_5;Q5_total_24_5;Q5_total_24_5;Q5_total_24_5;Q5_total_24_5;Q5_total_24_5;
Cap;;;Q5_total_24_6;Q5_total_24_6;Q5_total_24_6;Q5_total_24_6;Q5_total_24_6;Q5_total_24_6;Q5_total_24_6;Q5_total_24_6;Q5_total_24_6;
Cap;;;Q5_total_24_7;Q5_total_24_7;Q5_total_24_7;Q5_total_24_7;Q5_total_24_7;Q5_total_24_7;Q5_total_24_7;Q5_total_24_7;Q5_total_24_7;
Cap;;;Q5_total_24_8;Q5_total_24_8;Q5_total_24_8;Q5_total_24_8;Q5_total_24_8;Q5_total_24_8;Q5_total_24_8;Q5_total_24_8;Q5_total_24_8;
Cap;;;Q5_total_24_9;Q5_total_24_9;Q5_total_24_9;Q5_total_24_9;Q5_total_24_9;Q5_total_24_9;Q5_total_24_9;Q5_total_24_9;Q5_total_24_9;
Cap;;;Q5_total_24_10;Q5_total_24_10;Q5_total_24_10;Q5_total_24_10;Q5_total_24_10;Q5_total_24_10;Q5_total_24_10;Q5_total_24_10;Q5_total_24_10;
Cap;;;Q5_total_24_11;Q5_total_24_11;Q5_total_24_11;Q5_total_24_11;Q5_total_24_11;Q5_total_24_11;Q5_total_24_11;Q5_total_24_11;Q5_total_24_11;
Cap;;;Q5_total_24_12;Q5_total_24_12;Q5_total_24_12;Q5_total_24_12;Q5_total_24_12;Q5_total_24_12;Q5_total_24_12;Q5_total_24_12;Q5_total_24_12;
Cap;;;Q5_total_24_13;Q5_total_24_13;Q5_total_24_13;Q5_total_24_13;Q5_total_24_13;Q5_total_24_13;Q5_total_24_13;Q5_total_24_13;Q5_total_24_13;
Cap;;;Q5_total_24_14;Q5_total_24_14;Q5_total_24_14;Q5_total_24_14;Q5_total_24_14;Q5_total_24_14;Q5_total_24_14;Q5_total_24_14;Q5_total_24_14;
Cap;;;Q5_total_24_15;Q5_total_24_15;Q5_total_24_15;Q5_total_24_15;Q5_total_24_15;Q5_total_24_15;Q5_total_24_15;Q5_total_24_15;Q5_total_24_15;
Cap;;;Q5_total_24_16;Q5_total_24_16;Q5_total_24_16;Q5_total_24_16;Q5_total_24_16;Q5_total_24_16;Q5_total_24_16;Q5_total_24_16;Q5_total_24_16;
Cap;;;Q5_total_24_17;Q5_total_24_17;Q5_total_24_17;Q5_total_24_17;Q5_total_24_17;Q5_total_24_17;Q5_total_24_17;Q5_total_24_17;Q5_total_24_17;
Cap;;;Q5_total_24_18;Q5_total_24_18;Q5_total_24_18;Q5_total_24_18;Q5_total_24_18;Q5_total_24_18;Q5_total_24_18;Q5_total_24_18;Q5_total_24_18;
Cap;;;Q5_total_24_19;Q5_total_24_19;Q5_total_24_19;Q5_total_24_19;Q5_total_24_19;Q5_total_24_19;Q5_total_24_19;Q5_total_24_19;Q5_total_24_19;
Cap;;;Q5_total_24_20;Q5_total_24_20;Q5_total_24_20;Q5_total_24_20;Q5_total_24_20;Q5_total_24_20;Q5_total_24_20;Q5_total_24_20;Q5_total_24_20;
Cap;;;Q5_total_24_999;Q5_total_24_999;Q5_total_24_999;Q5_total_24_999;Q5_total_24_999;Q5_total_24_999;Q5_total_24_999;Q5_total_24_999;Q5_total_24_999;
Respostes_regions;;0;adaware_db_1;adaware_db_1;adaware_db_1;adaware_db_1;adaware_db_1;adaware_db_1;adaware_db_1;adaware_db_1;adaware_db_1;adaware_db_1
Respostes_regions;;1;adaware_db_2;adaware_db_2;adaware_db_2;adaware_db_2;adaware_db_2;adaware_db_2;adaware_db_2;adaware_db_2;adaware_db_2;adaware_db_2
Respostes_regions;;2;adaware_db_3;adaware_db_3;adaware_db_3;adaware_db_3;adaware_db_3;adaware_db_3;adaware_db_3;adaware_db_3;adaware_db_3;adaware_db_3
Respostes_regions;;3;adaware_db_4;adaware_db_4;adaware_db_4;adaware_db_4;adaware_db_4;adaware_db_4;adaware_db_4;adaware_db_4;adaware_db_4;adaware_db_4
Respostes_regions;;4;adaware_db_5;adaware_db_5;adaware_db_5;adaware_db_5;adaware_db_5;adaware_db_5;adaware_db_5;adaware_db_5;adaware_db_5;adaware_db_5
Respostes_regions;;5;adaware_db_6;adaware_db_6;adaware_db_6;adaware_db_6;adaware_db_6;adaware_db_6;adaware_db_6;adaware_db_6;adaware_db_6;adaware_db_6
Respostes_regions;;6;adaware_db_7;adaware_db_7;adaware_db_7;adaware_db_7;adaware_db_7;adaware_db_7;adaware_db_7;adaware_db_7;adaware_db_7;adaware_db_7
Respostes_regions;;7;adaware_db_8;adaware_db_8;adaware_db_8;adaware_db_8;adaware_db_8;adaware_db_8;adaware_db_8;adaware_db_8;adaware_db_8;adaware_db_8
Respostes_regions;;8;adaware_db_9;adaware_db_9;adaware_db_9;adaware_db_9;adaware_db_9;adaware_db_9;adaware_db_9;adaware_db_9;adaware_db_9;adaware_db_9
Respostes_regions;;9;adaware_db_10;adaware_db_10;adaware_db_10;adaware_db_10;adaware_db_10;adaware_db_10;adaware_db_10;adaware_db_10;adaware_db_10;adaware_db_10
