BBDD;Variable;Dest;Name;ES;BE;DE;FR;IT;NL;SE;UK;US
Main;;;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo
Main;ID;;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid
Main;age;;age;age_rc;profile_julesage;profile_julesage;profile_julesage;age_rc;profile_julesage;profile_julesage;profile_julesage;age
Main;gender;;gender;gender;gender;gender;gender;gender;gender;gender;profile_gender;gender
Main;residence_region;;region;Nielsen_Area_ES_MR;GeoPC_Region1_be;nielsenregion;Grouped_Region_2014;region_grouped_IT;GeoPC_Region1_nl;region;profile_GOR;region
Main;income;;income;income_es_rc;UB_income_BE;hinc;income;profile_gross_household_EU;profile_gross_household_EU;household_income;profile_gross_household;profile_gross_household
Main;income_level;;income_level;income_hml_es;income_hml_be;income_hml_de;income_hml_fr;income_hml_it;income_hml_nl;income_hml_se;income_hml_uk;income_hml_us
Main;aided;;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb
Main;current_own;;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb
Main;ever_own;;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb
Main;consider;;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb
Main;inmarket;;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb
Respostes_regions;;21;Q5_22_3;Q5_22_3;Q5_22_3;Q5_22_3;Q5_22_3;Q5_22_3;Q5_22_3;Q5_22_3;Q5_22_3;Q5_22_3
Respostes_regions;;21;Q5_22_4;Q5_22_4;Q5_22_4;Q5_22_4;Q5_22_4;Q5_22_4;Q5_22_4;Q5_22_4;Q5_22_4;Q5_22_4
Respostes_regions;;21;Q5_22_5;Q5_22_5;Q5_22_5;Q5_22_5;Q5_22_5;Q5_22_5;Q5_22_5;Q5_22_5;Q5_22_5;Q5_22_5
Respostes_regions;;21;Q5_22_6;Q5_22_6;Q5_22_6;Q5_22_6;Q5_22_6;Q5_22_6;Q5_22_6;Q5_22_6;Q5_22_6;Q5_22_6
Respostes_regions;;21;Q5_22_7;Q5_22_7;Q5_22_7;Q5_22_7;Q5_22_7;Q5_22_7;Q5_22_7;Q5_22_7;Q5_22_7;Q5_22_7
Respostes_regions;;21;Q5_22_8;Q5_22_8;Q5_22_8;Q5_22_8;Q5_22_8;Q5_22_8;Q5_22_8;Q5_22_8;Q5_22_8;Q5_22_8
Respostes_regions;;21;Q5_22_9;Q5_22_9;Q5_22_9;Q5_22_9;Q5_22_9;Q5_22_9;Q5_22_9;Q5_22_9;Q5_22_9;Q5_22_9
Respostes_regions;;21;Q5_22_10;Q5_22_10;Q5_22_10;Q5_22_10;Q5_22_10;Q5_22_10;Q5_22_10;Q5_22_10;Q5_22_10;Q5_22_10
Respostes_regions;;21;Q5_22_11;Q5_22_11;Q5_22_11;Q5_22_11;Q5_22_11;Q5_22_11;Q5_22_11;Q5_22_11;Q5_22_11;Q5_22_11
Respostes_regions;;21;Q5_22_12;Q5_22_12;Q5_22_12;Q5_22_12;Q5_22_12;Q5_22_12;Q5_22_12;Q5_22_12;Q5_22_12;Q5_22_12
Respostes_regions;;21;Q5_22_13;Q5_22_13;Q5_22_13;Q5_22_13;Q5_22_13;Q5_22_13;Q5_22_13;Q5_22_13;Q5_22_13;Q5_22_13
Respostes_regions;;21;Q5_22_14;Q5_22_14;Q5_22_14;Q5_22_14;Q5_22_14;Q5_22_14;Q5_22_14;Q5_22_14;Q5_22_14;Q5_22_14
Respostes_regions;;21;Q5_22_15;Q5_22_15;Q5_22_15;Q5_22_15;Q5_22_15;Q5_22_15;Q5_22_15;Q5_22_15;Q5_22_15;Q5_22_15
Respostes_regions;;21;Q5_22_16;Q5_22_16;Q5_22_16;Q5_22_16;Q5_22_16;Q5_22_16;Q5_22_16;Q5_22_16;Q5_22_16;Q5_22_16
Respostes_regions;;21;Q5_22_17;Q5_22_17;Q5_22_17;Q5_22_17;Q5_22_17;Q5_22_17;Q5_22_17;Q5_22_17;Q5_22_17;Q5_22_17
Respostes_regions;;21;Q5_22_18;Q5_22_18;Q5_22_18;Q5_22_18;Q5_22_18;Q5_22_18;Q5_22_18;Q5_22_18;Q5_22_18;Q5_22_18
Respostes_regions;;21;Q5_22_19;Q5_22_19;Q5_22_19;Q5_22_19;Q5_22_19;Q5_22_19;Q5_22_19;Q5_22_19;Q5_22_19;Q5_22_19
Respostes_regions;;21;Q5_22_20;Q5_22_20;Q5_22_20;Q5_22_20;Q5_22_20;Q5_22_20;Q5_22_20;Q5_22_20;Q5_22_20;Q5_22_20
Respostes_regions;;22;Q5_23_1;Q5_23_1;Q5_23_1;Q5_23_1;Q5_23_1;Q5_23_1;Q5_23_1;Q5_23_1;Q5_23_1;
Respostes_regions;;22;Q5_23_2;Q5_23_2;Q5_23_2;Q5_23_2;Q5_23_2;Q5_23_2;Q5_23_2;Q5_23_2;Q5_23_2;
Respostes_regions;;22;Q5_23_3;Q5_23_3;Q5_23_3;Q5_23_3;Q5_23_3;Q5_23_3;Q5_23_3;Q5_23_3;Q5_23_3;
Respostes_regions;;22;Q5_23_4;Q5_23_4;Q5_23_4;Q5_23_4;Q5_23_4;Q5_23_4;Q5_23_4;Q5_23_4;Q5_23_4;
Respostes_regions;;22;Q5_23_5;Q5_23_5;Q5_23_5;Q5_23_5;Q5_23_5;Q5_23_5;Q5_23_5;Q5_23_5;Q5_23_5;
Respostes_regions;;22;Q5_23_6;Q5_23_6;Q5_23_6;Q5_23_6;Q5_23_6;Q5_23_6;Q5_23_6;Q5_23_6;Q5_23_6;
Respostes_regions;;22;Q5_23_7;Q5_23_7;Q5_23_7;Q5_23_7;Q5_23_7;Q5_23_7;Q5_23_7;Q5_23_7;Q5_23_7;
Respostes_regions;;22;Q5_23_8;Q5_23_8;Q5_23_8;Q5_23_8;Q5_23_8;Q5_23_8;Q5_23_8;Q5_23_8;Q5_23_8;
Respostes_regions;;22;Q5_23_9;Q5_23_9;Q5_23_9;Q5_23_9;Q5_23_9;Q5_23_9;Q5_23_9;Q5_23_9;Q5_23_9;
Respostes_regions;;22;Q5_23_10;Q5_23_10;Q5_23_10;Q5_23_10;Q5_23_10;Q5_23_10;Q5_23_10;Q5_23_10;Q5_23_10;
Respostes_regions;;22;Q5_23_11;Q5_23_11;Q5_23_11;Q5_23_11;Q5_23_11;Q5_23_11;Q5_23_11;Q5_23_11;Q5_23_11;
Respostes_regions;;22;Q5_23_12;Q5_23_12;Q5_23_12;Q5_23_12;Q5_23_12;Q5_23_12;Q5_23_12;Q5_23_12;Q5_23_12;
Respostes_regions;;22;Q5_23_13;Q5_23_13;Q5_23_13;Q5_23_13;Q5_23_13;Q5_23_13;Q5_23_13;Q5_23_13;Q5_23_13;
Respostes_regions;;22;Q5_23_14;Q5_23_14;Q5_23_14;Q5_23_14;Q5_23_14;Q5_23_14;Q5_23_14;Q5_23_14;Q5_23_14;
Respostes_regions;;22;Q5_23_15;Q5_23_15;Q5_23_15;Q5_23_15;Q5_23_15;Q5_23_15;Q5_23_15;Q5_23_15;Q5_23_15;
Respostes_regions;;22;Q5_23_16;Q5_23_16;Q5_23_16;Q5_23_16;Q5_23_16;Q5_23_16;Q5_23_16;Q5_23_16;Q5_23_16;
Respostes_regions;;22;Q5_23_17;Q5_23_17;Q5_23_17;Q5_23_17;Q5_23_17;Q5_23_17;Q5_23_17;Q5_23_17;Q5_23_17;
Respostes_regions;;22;Q5_23_18;Q5_23_18;Q5_23_18;Q5_23_18;Q5_23_18;Q5_23_18;Q5_23_18;Q5_23_18;Q5_23_18;
Respostes_regions;;22;Q5_23_19;Q5_23_19;Q5_23_19;Q5_23_19;Q5_23_19;Q5_23_19;Q5_23_19;Q5_23_19;Q5_23_19;
Respostes_regions;;22;Q5_23_20;Q5_23_20;Q5_23_20;Q5_23_20;Q5_23_20;Q5_23_20;Q5_23_20;Q5_23_20;Q5_23_20;
Respostes_regions;;23;Q5_24_1;Q5_24_1;Q5_24_1;Q5_24_1;Q5_24_1;Q5_24_1;Q5_24_1;Q5_24_1;Q5_24_1;
Respostes_regions;;23;Q5_24_2;Q5_24_2;Q5_24_2;Q5_24_2;Q5_24_2;Q5_24_2;Q5_24_2;Q5_24_2;Q5_24_2;
Respostes_regions;;23;Q5_24_3;Q5_24_3;Q5_24_3;Q5_24_3;Q5_24_3;Q5_24_3;Q5_24_3;Q5_24_3;Q5_24_3;
Respostes_regions;;23;Q5_24_4;Q5_24_4;Q5_24_4;Q5_24_4;Q5_24_4;Q5_24_4;Q5_24_4;Q5_24_4;Q5_24_4;
Respostes_regions;;23;Q5_24_5;Q5_24_5;Q5_24_5;Q5_24_5;Q5_24_5;Q5_24_5;Q5_24_5;Q5_24_5;Q5_24_5;
Respostes_regions;;23;Q5_24_6;Q5_24_6;Q5_24_6;Q5_24_6;Q5_24_6;Q5_24_6;Q5_24_6;Q5_24_6;Q5_24_6;
Respostes_regions;;23;Q5_24_7;Q5_24_7;Q5_24_7;Q5_24_7;Q5_24_7;Q5_24_7;Q5_24_7;Q5_24_7;Q5_24_7;
Respostes_regions;;23;Q5_24_8;Q5_24_8;Q5_24_8;Q5_24_8;Q5_24_8;Q5_24_8;Q5_24_8;Q5_24_8;Q5_24_8;
Respostes_regions;;23;Q5_24_9;Q5_24_9;Q5_24_9;Q5_24_9;Q5_24_9;Q5_24_9;Q5_24_9;Q5_24_9;Q5_24_9;
Respostes_regions;;23;Q5_24_10;Q5_24_10;Q5_24_10;Q5_24_10;Q5_24_10;Q5_24_10;Q5_24_10;Q5_24_10;Q5_24_10;
Respostes_regions;;23;Q5_24_11;Q5_24_11;Q5_24_11;Q5_24_11;Q5_24_11;Q5_24_11;Q5_24_11;Q5_24_11;Q5_24_11;
Respostes_regions;;23;Q5_24_12;Q5_24_12;Q5_24_12;Q5_24_12;Q5_24_12;Q5_24_12;Q5_24_12;Q5_24_12;Q5_24_12;
Respostes_regions;;23;Q5_24_13;Q5_24_13;Q5_24_13;Q5_24_13;Q5_24_13;Q5_24_13;Q5_24_13;Q5_24_13;Q5_24_13;
Respostes_regions;;23;Q5_24_14;Q5_24_14;Q5_24_14;Q5_24_14;Q5_24_14;Q5_24_14;Q5_24_14;Q5_24_14;Q5_24_14;
Respostes_regions;;23;Q5_24_15;Q5_24_15;Q5_24_15;Q5_24_15;Q5_24_15;Q5_24_15;Q5_24_15;Q5_24_15;Q5_24_15;
Respostes_regions;;23;Q5_24_16;Q5_24_16;Q5_24_16;Q5_24_16;Q5_24_16;Q5_24_16;Q5_24_16;Q5_24_16;Q5_24_16;
Respostes_regions;;23;Q5_24_17;Q5_24_17;Q5_24_17;Q5_24_17;Q5_24_17;Q5_24_17;Q5_24_17;Q5_24_17;Q5_24_17;
Respostes_regions;;23;Q5_24_18;Q5_24_18;Q5_24_18;Q5_24_18;Q5_24_18;Q5_24_18;Q5_24_18;Q5_24_18;Q5_24_18;
Respostes_regions;;23;Q5_24_19;Q5_24_19;Q5_24_19;Q5_24_19;Q5_24_19;Q5_24_19;Q5_24_19;Q5_24_19;Q5_24_19;
Respostes_regions;;23;Q5_24_20;Q5_24_20;Q5_24_20;Q5_24_20;Q5_24_20;Q5_24_20;Q5_24_20;Q5_24_20;Q5_24_20;
Respostes_regions;;0;Q4_1_1;Q4_1_1;Q4_1_1;Q4_1_1;Q4_1_1;Q4_1_1;Q4_1_1;Q4_1_1;Q4_1_1;Q4_1_1
Respostes_regions;;0;Q4_1_2;Q4_1_2;Q4_1_2;Q4_1_2;Q4_1_2;Q4_1_2;Q4_1_2;Q4_1_2;Q4_1_2;Q4_1_2
Respostes_regions;;0;Q4_1_3;Q4_1_3;Q4_1_3;Q4_1_3;Q4_1_3;Q4_1_3;Q4_1_3;Q4_1_3;Q4_1_3;Q4_1_3
Respostes_regions;;0;Q4_1_4;Q4_1_4;Q4_1_4;Q4_1_4;Q4_1_4;Q4_1_4;Q4_1_4;Q4_1_4;Q4_1_4;Q4_1_4
Respostes_regions;;0;Q4_1_5;Q4_1_5;Q4_1_5;Q4_1_5;Q4_1_5;Q4_1_5;Q4_1_5;Q4_1_5;Q4_1_5;Q4_1_5
Respostes_regions;;0;Q4_1_6;Q4_1_6;Q4_1_6;Q4_1_6;Q4_1_6;Q4_1_6;Q4_1_6;Q4_1_6;Q4_1_6;Q4_1_6
Respostes_regions;;0;Q4_1_7;Q4_1_7;Q4_1_7;Q4_1_7;Q4_1_7;Q4_1_7;Q4_1_7;Q4_1_7;Q4_1_7;Q4_1_7
Respostes_regions;;0;Q4_1_8;Q4_1_8;Q4_1_8;Q4_1_8;Q4_1_8;Q4_1_8;Q4_1_8;Q4_1_8;Q4_1_8;Q4_1_8
Respostes_regions;;0;Q4_1_9;Q4_1_9;Q4_1_9;Q4_1_9;Q4_1_9;Q4_1_9;Q4_1_9;Q4_1_9;Q4_1_9;Q4_1_9
Respostes_regions;;0;Q4_1_10;Q4_1_10;Q4_1_10;Q4_1_10;Q4_1_10;Q4_1_10;Q4_1_10;Q4_1_10;Q4_1_10;Q4_1_10
Respostes_regions;;0;Q4_1_11;Q4_1_11;Q4_1_11;Q4_1_11;Q4_1_11;Q4_1_11;Q4_1_11;Q4_1_11;Q4_1_11;Q4_1_11
Respostes_regions;;0;Q4_1_12;Q4_1_12;Q4_1_12;Q4_1_12;Q4_1_12;Q4_1_12;Q4_1_12;Q4_1_12;Q4_1_12;Q4_1_12
Respostes_regions;;0;Q4_1_13;Q4_1_13;Q4_1_13;Q4_1_13;Q4_1_13;Q4_1_13;Q4_1_13;Q4_1_13;Q4_1_13;Q4_1_13
Respostes_regions;;0;Q4_1_14;Q4_1_14;Q4_1_14;Q4_1_14;Q4_1_14;Q4_1_14;Q4_1_14;Q4_1_14;Q4_1_14;Q4_1_14
Respostes_regions;;0;Q4_1_15;Q4_1_15;Q4_1_15;Q4_1_15;Q4_1_15;Q4_1_15;Q4_1_15;Q4_1_15;Q4_1_15;Q4_1_15
Respostes_regions;;0;Q4_1_16;Q4_1_16;Q4_1_16;Q4_1_16;Q4_1_16;Q4_1_16;Q4_1_16;Q4_1_16;Q4_1_16;Q4_1_16
Respostes_regions;;0;Q4_1_17;Q4_1_17;Q4_1_17;Q4_1_17;Q4_1_17;Q4_1_17;Q4_1_17;Q4_1_17;Q4_1_17;Q4_1_17
Respostes_regions;;0;Q4_1_18;Q4_1_18;Q4_1_18;Q4_1_18;Q4_1_18;Q4_1_18;Q4_1_18;Q4_1_18;Q4_1_18;Q4_1_18
Respostes_regions;;0;Q4_1_19;Q4_1_19;Q4_1_19;Q4_1_19;Q4_1_19;Q4_1_19;Q4_1_19;Q4_1_19;Q4_1_19;Q4_1_19
Respostes_regions;;0;Q4_1_20;Q4_1_20;Q4_1_20;Q4_1_20;Q4_1_20;Q4_1_20;Q4_1_20;Q4_1_20;Q4_1_20;Q4_1_20
Respostes_regions;;1;Q4_2_1;Q4_2_1;Q4_2_1;Q4_2_1;Q4_2_1;Q4_2_1;Q4_2_1;Q4_2_1;Q4_2_1;Q4_2_1
Respostes_regions;;1;Q4_2_2;Q4_2_2;Q4_2_2;Q4_2_2;Q4_2_2;Q4_2_2;Q4_2_2;Q4_2_2;Q4_2_2;Q4_2_2
Respostes_regions;;1;Q4_2_3;Q4_2_3;Q4_2_3;Q4_2_3;Q4_2_3;Q4_2_3;Q4_2_3;Q4_2_3;Q4_2_3;Q4_2_3
Respostes_regions;;1;Q4_2_4;Q4_2_4;Q4_2_4;Q4_2_4;Q4_2_4;Q4_2_4;Q4_2_4;Q4_2_4;Q4_2_4;Q4_2_4
Respostes_regions;;1;Q4_2_5;Q4_2_5;Q4_2_5;Q4_2_5;Q4_2_5;Q4_2_5;Q4_2_5;Q4_2_5;Q4_2_5;Q4_2_5
Respostes_regions;;1;Q4_2_6;Q4_2_6;Q4_2_6;Q4_2_6;Q4_2_6;Q4_2_6;Q4_2_6;Q4_2_6;Q4_2_6;Q4_2_6
Respostes_regions;;1;Q4_2_7;Q4_2_7;Q4_2_7;Q4_2_7;Q4_2_7;Q4_2_7;Q4_2_7;Q4_2_7;Q4_2_7;Q4_2_7
Respostes_regions;;1;Q4_2_8;Q4_2_8;Q4_2_8;Q4_2_8;Q4_2_8;Q4_2_8;Q4_2_8;Q4_2_8;Q4_2_8;Q4_2_8
Respostes_regions;;1;Q4_2_9;Q4_2_9;Q4_2_9;Q4_2_9;Q4_2_9;Q4_2_9;Q4_2_9;Q4_2_9;Q4_2_9;Q4_2_9
Respostes_regions;;1;Q4_2_10;Q4_2_10;Q4_2_10;Q4_2_10;Q4_2_10;Q4_2_10;Q4_2_10;Q4_2_10;Q4_2_10;Q4_2_10
Respostes_regions;;1;Q4_2_11;Q4_2_11;Q4_2_11;Q4_2_11;Q4_2_11;Q4_2_11;Q4_2_11;Q4_2_11;Q4_2_11;Q4_2_11
Respostes_regions;;1;Q4_2_12;Q4_2_12;Q4_2_12;Q4_2_12;Q4_2_12;Q4_2_12;Q4_2_12;Q4_2_12;Q4_2_12;Q4_2_12
Respostes_regions;;1;Q4_2_13;Q4_2_13;Q4_2_13;Q4_2_13;Q4_2_13;Q4_2_13;Q4_2_13;Q4_2_13;Q4_2_13;Q4_2_13
Respostes_regions;;1;Q4_2_14;Q4_2_14;Q4_2_14;Q4_2_14;Q4_2_14;Q4_2_14;Q4_2_14;Q4_2_14;Q4_2_14;Q4_2_14
Respostes_regions;;1;Q4_2_15;Q4_2_15;Q4_2_15;Q4_2_15;Q4_2_15;Q4_2_15;Q4_2_15;Q4_2_15;Q4_2_15;Q4_2_15
Respostes_regions;;1;Q4_2_16;Q4_2_16;Q4_2_16;Q4_2_16;Q4_2_16;Q4_2_16;Q4_2_16;Q4_2_16;Q4_2_16;Q4_2_16
Respostes_regions;;1;Q4_2_17;Q4_2_17;Q4_2_17;Q4_2_17;Q4_2_17;Q4_2_17;Q4_2_17;Q4_2_17;Q4_2_17;Q4_2_17
Respostes_regions;;1;Q4_2_18;Q4_2_18;Q4_2_18;Q4_2_18;Q4_2_18;Q4_2_18;Q4_2_18;Q4_2_18;Q4_2_18;Q4_2_18
Respostes_regions;;1;Q4_2_19;Q4_2_19;Q4_2_19;Q4_2_19;Q4_2_19;Q4_2_19;Q4_2_19;Q4_2_19;Q4_2_19;Q4_2_19
Respostes_regions;;1;Q4_2_20;Q4_2_20;Q4_2_20;Q4_2_20;Q4_2_20;Q4_2_20;Q4_2_20;Q4_2_20;Q4_2_20;Q4_2_20
Respostes_regions;;2;Q4_3_1;Q4_3_1;Q4_3_1;Q4_3_1;Q4_3_1;Q4_3_1;Q4_3_1;Q4_3_1;Q4_3_1;Q4_3_1
Respostes_regions;;2;Q4_3_2;Q4_3_2;Q4_3_2;Q4_3_2;Q4_3_2;Q4_3_2;Q4_3_2;Q4_3_2;Q4_3_2;Q4_3_2
Respostes_regions;;2;Q4_3_3;Q4_3_3;Q4_3_3;Q4_3_3;Q4_3_3;Q4_3_3;Q4_3_3;Q4_3_3;Q4_3_3;Q4_3_3
Respostes_regions;;2;Q4_3_4;Q4_3_4;Q4_3_4;Q4_3_4;Q4_3_4;Q4_3_4;Q4_3_4;Q4_3_4;Q4_3_4;Q4_3_4
Respostes_regions;;2;Q4_3_5;Q4_3_5;Q4_3_5;Q4_3_5;Q4_3_5;Q4_3_5;Q4_3_5;Q4_3_5;Q4_3_5;Q4_3_5
Respostes_regions;;2;Q4_3_6;Q4_3_6;Q4_3_6;Q4_3_6;Q4_3_6;Q4_3_6;Q4_3_6;Q4_3_6;Q4_3_6;Q4_3_6
Respostes_regions;;2;Q4_3_7;Q4_3_7;Q4_3_7;Q4_3_7;Q4_3_7;Q4_3_7;Q4_3_7;Q4_3_7;Q4_3_7;Q4_3_7
Respostes_regions;;2;Q4_3_8;Q4_3_8;Q4_3_8;Q4_3_8;Q4_3_8;Q4_3_8;Q4_3_8;Q4_3_8;Q4_3_8;Q4_3_8
Respostes_regions;;2;Q4_3_9;Q4_3_9;Q4_3_9;Q4_3_9;Q4_3_9;Q4_3_9;Q4_3_9;Q4_3_9;Q4_3_9;Q4_3_9
Respostes_regions;;2;Q4_3_10;Q4_3_10;Q4_3_10;Q4_3_10;Q4_3_10;Q4_3_10;Q4_3_10;Q4_3_10;Q4_3_10;Q4_3_10
Respostes_regions;;2;Q4_3_11;Q4_3_11;Q4_3_11;Q4_3_11;Q4_3_11;Q4_3_11;Q4_3_11;Q4_3_11;Q4_3_11;Q4_3_11
Respostes_regions;;2;Q4_3_12;Q4_3_12;Q4_3_12;Q4_3_12;Q4_3_12;Q4_3_12;Q4_3_12;Q4_3_12;Q4_3_12;Q4_3_12
Respostes_regions;;2;Q4_3_13;Q4_3_13;Q4_3_13;Q4_3_13;Q4_3_13;Q4_3_13;Q4_3_13;Q4_3_13;Q4_3_13;Q4_3_13
Respostes_regions;;2;Q4_3_14;Q4_3_14;Q4_3_14;Q4_3_14;Q4_3_14;Q4_3_14;Q4_3_14;Q4_3_14;Q4_3_14;Q4_3_14
Respostes_regions;;2;Q4_3_15;Q4_3_15;Q4_3_15;Q4_3_15;Q4_3_15;Q4_3_15;Q4_3_15;Q4_3_15;Q4_3_15;Q4_3_15
Respostes_regions;;2;Q4_3_16;Q4_3_16;Q4_3_16;Q4_3_16;Q4_3_16;Q4_3_16;Q4_3_16;Q4_3_16;Q4_3_16;Q4_3_16
Respostes_regions;;2;Q4_3_17;Q4_3_17;Q4_3_17;Q4_3_17;Q4_3_17;Q4_3_17;Q4_3_17;Q4_3_17;Q4_3_17;Q4_3_17
Respostes_regions;;2;Q4_3_18;Q4_3_18;Q4_3_18;Q4_3_18;Q4_3_18;Q4_3_18;Q4_3_18;Q4_3_18;Q4_3_18;Q4_3_18
Respostes_regions;;2;Q4_3_19;Q4_3_19;Q4_3_19;Q4_3_19;Q4_3_19;Q4_3_19;Q4_3_19;Q4_3_19;Q4_3_19;Q4_3_19
Respostes_regions;;2;Q4_3_20;Q4_3_20;Q4_3_20;Q4_3_20;Q4_3_20;Q4_3_20;Q4_3_20;Q4_3_20;Q4_3_20;Q4_3_20
Respostes_regions;;3;Q4_4_1;Q4_4_1;Q4_4_1;Q4_4_1;Q4_4_1;Q4_4_1;Q4_4_1;Q4_4_1;Q4_4_1;Q4_4_1
Respostes_regions;;3;Q4_4_2;Q4_4_2;Q4_4_2;Q4_4_2;Q4_4_2;Q4_4_2;Q4_4_2;Q4_4_2;Q4_4_2;Q4_4_2
Respostes_regions;;3;Q4_4_3;Q4_4_3;Q4_4_3;Q4_4_3;Q4_4_3;Q4_4_3;Q4_4_3;Q4_4_3;Q4_4_3;Q4_4_3
Respostes_regions;;3;Q4_4_4;Q4_4_4;Q4_4_4;Q4_4_4;Q4_4_4;Q4_4_4;Q4_4_4;Q4_4_4;Q4_4_4;Q4_4_4
Respostes_regions;;3;Q4_4_5;Q4_4_5;Q4_4_5;Q4_4_5;Q4_4_5;Q4_4_5;Q4_4_5;Q4_4_5;Q4_4_5;Q4_4_5
Respostes_regions;;3;Q4_4_6;Q4_4_6;Q4_4_6;Q4_4_6;Q4_4_6;Q4_4_6;Q4_4_6;Q4_4_6;Q4_4_6;Q4_4_6
Respostes_regions;;3;Q4_4_7;Q4_4_7;Q4_4_7;Q4_4_7;Q4_4_7;Q4_4_7;Q4_4_7;Q4_4_7;Q4_4_7;Q4_4_7
Respostes_regions;;3;Q4_4_8;Q4_4_8;Q4_4_8;Q4_4_8;Q4_4_8;Q4_4_8;Q4_4_8;Q4_4_8;Q4_4_8;Q4_4_8
Respostes_regions;;3;Q4_4_9;Q4_4_9;Q4_4_9;Q4_4_9;Q4_4_9;Q4_4_9;Q4_4_9;Q4_4_9;Q4_4_9;Q4_4_9
Respostes_regions;;3;Q4_4_10;Q4_4_10;Q4_4_10;Q4_4_10;Q4_4_10;Q4_4_10;Q4_4_10;Q4_4_10;Q4_4_10;Q4_4_10
Respostes_regions;;3;Q4_4_11;Q4_4_11;Q4_4_11;Q4_4_11;Q4_4_11;Q4_4_11;Q4_4_11;Q4_4_11;Q4_4_11;Q4_4_11
Respostes_regions;;3;Q4_4_12;Q4_4_12;Q4_4_12;Q4_4_12;Q4_4_12;Q4_4_12;Q4_4_12;Q4_4_12;Q4_4_12;Q4_4_12
Respostes_regions;;3;Q4_4_13;Q4_4_13;Q4_4_13;Q4_4_13;Q4_4_13;Q4_4_13;Q4_4_13;Q4_4_13;Q4_4_13;Q4_4_13
Respostes_regions;;3;Q4_4_14;Q4_4_14;Q4_4_14;Q4_4_14;Q4_4_14;Q4_4_14;Q4_4_14;Q4_4_14;Q4_4_14;Q4_4_14
Respostes_regions;;3;Q4_4_15;Q4_4_15;Q4_4_15;Q4_4_15;Q4_4_15;Q4_4_15;Q4_4_15;Q4_4_15;Q4_4_15;Q4_4_15
Respostes_regions;;3;Q4_4_16;Q4_4_16;Q4_4_16;Q4_4_16;Q4_4_16;Q4_4_16;Q4_4_16;Q4_4_16;Q4_4_16;Q4_4_16
Respostes_regions;;3;Q4_4_17;Q4_4_17;Q4_4_17;Q4_4_17;Q4_4_17;Q4_4_17;Q4_4_17;Q4_4_17;Q4_4_17;Q4_4_17
Respostes_regions;;3;Q4_4_18;Q4_4_18;Q4_4_18;Q4_4_18;Q4_4_18;Q4_4_18;Q4_4_18;Q4_4_18;Q4_4_18;Q4_4_18
Respostes_regions;;3;Q4_4_19;Q4_4_19;Q4_4_19;Q4_4_19;Q4_4_19;Q4_4_19;Q4_4_19;Q4_4_19;Q4_4_19;Q4_4_19
Respostes_regions;;3;Q4_4_20;Q4_4_20;Q4_4_20;Q4_4_20;Q4_4_20;Q4_4_20;Q4_4_20;Q4_4_20;Q4_4_20;Q4_4_20
Respostes_regions;;4;Q4_5_1;Q4_5_1;Q4_5_1;Q4_5_1;Q4_5_1;Q4_5_1;Q4_5_1;Q4_5_1;Q4_5_1;Q4_5_1
Respostes_regions;;4;Q4_5_2;Q4_5_2;Q4_5_2;Q4_5_2;Q4_5_2;Q4_5_2;Q4_5_2;Q4_5_2;Q4_5_2;Q4_5_2
Respostes_regions;;4;Q4_5_3;Q4_5_3;Q4_5_3;Q4_5_3;Q4_5_3;Q4_5_3;Q4_5_3;Q4_5_3;Q4_5_3;Q4_5_3
Respostes_regions;;4;Q4_5_4;Q4_5_4;Q4_5_4;Q4_5_4;Q4_5_4;Q4_5_4;Q4_5_4;Q4_5_4;Q4_5_4;Q4_5_4
Respostes_regions;;4;Q4_5_5;Q4_5_5;Q4_5_5;Q4_5_5;Q4_5_5;Q4_5_5;Q4_5_5;Q4_5_5;Q4_5_5;Q4_5_5
Respostes_regions;;4;Q4_5_6;Q4_5_6;Q4_5_6;Q4_5_6;Q4_5_6;Q4_5_6;Q4_5_6;Q4_5_6;Q4_5_6;Q4_5_6
Respostes_regions;;4;Q4_5_7;Q4_5_7;Q4_5_7;Q4_5_7;Q4_5_7;Q4_5_7;Q4_5_7;Q4_5_7;Q4_5_7;Q4_5_7
Respostes_regions;;4;Q4_5_8;Q4_5_8;Q4_5_8;Q4_5_8;Q4_5_8;Q4_5_8;Q4_5_8;Q4_5_8;Q4_5_8;Q4_5_8
Respostes_regions;;4;Q4_5_9;Q4_5_9;Q4_5_9;Q4_5_9;Q4_5_9;Q4_5_9;Q4_5_9;Q4_5_9;Q4_5_9;Q4_5_9
